BIZ_NAME,PRIMARY_EMAIL,PRIMARY_PHONE,LICENSE,PERMIT_ID,STREET_NO,STREET,CITY,STATE,ZIPCODE,PERMIT_DATE
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""dce4136ef38c105b""",11024,TOYON HILLS DR,LAKESIDE,CA,92040,2020-01-30
SULLIVAN SOLAR POWER,,,839077,"""1873fab0fd91df08""",2545,E 24TH ST,LOS ANGELES,CA,90058,2008-10-21
SULLIVAN ELECTRICAL,,,,"""4a0969d1ef39d778""",9881,LEMON AVE,LA MESA,CA,91941,2012-11-15
SULLIVAN ELECTRIC LLC,,,,"""f53bd0dd5622d842""",4829,N BRIGHTON AVE,KANSAS CITY,MO,64119,2017-03-30
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""87155c411ef1d633""",5220,ALTA VISTA ST,SAN DIEGO,CA,92109,2021-04-13
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""9541afc13612163d""",2265,FORT STOCKTON DR,SAN DIEGO,CA,92103,2019-08-20
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""489575180b9bd5b6""",3641,BONITA VERDE DR,BONITA,CA,91902,2015-07-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""b403f74a2065058d""",2623,CLL DE COMPADRES,ALPINE,CA,91901,2021-02-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""481d4539656d84e1""",3441,VIA LOMA VIS,ESCONDIDO,CA,92029,2021-08-23
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""3a1c3d3336cdd977""",12676,LEGACY RD,SAN DIEGO,CA,92131,2020-08-27
SULLIVAN ELECTRIC & PUMP INC.,,,,"""5b651bed2d5dccb1""",4375,EASLEY DR,WEST PALM BEACH,FL,33417,2013-02-28
SULLIVAN SOLAR POWER,,,839077,"""3a45346bea0cc4ed""",641,GLOVER PL,CHULA VISTA,CA,91910,2011-11-10
OSULLIVAN GREEN SOLAR,tim@osullivangreensolar.com,(408) 628-4142,1018350,"""e55be186a3a3755b""",904,HARMON DR,MENLO PARK,CA,94025,2020-02-03
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""ac1a3e7b50db54a1""",6257,TARRAGONA DR,SAN DIEGO,CA,92115,2019-01-03
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""7370ef2d2ef6c7ec""",1702,SUNSET ROSE CT,EL CAJON,CA,92019,2013-10-14
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""07c18f483d063a82""",8403,RUN OF THE KNLS,SAN DIEGO,CA,92127,2019-05-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""937e3874682edb98""",3538,HERBERT ST,SAN DIEGO,CA,92103,2020-08-25
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""26b6f1cc6f008a68""",4909,ELSA RD,SAN DIEGO,CA,92120,2021-07-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""09005b78a5887853""",5463,REDDING RD,SAN DIEGO,CA,92115,2020-11-18
SULLIVAN ELECTRIC SERVICES CO.,,,,"""35e519e3f35c08af""",1931,NEWMAN,ATLANTA,GA,,2008-03-25
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""a0bca1843bfac3f2""",16611,EL ZORRO VIS,RANCHO SANTA FE,CA,92067,2015-02-11
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""9cf91df11dc92c36""",11,VILLE FRANCHE,DANA POINT,CA,92629,2015-10-22
SULLIVAN SOLAR POWER,,,839077,"""d3185b8df82b5d4f""",170,RIVERA CT,CHULA VISTA,CA,91911,2012-08-27
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""9f82b5cb3b060854""",26940,CLL REAL,DANA POINT,CA,92624,2019-01-15
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""cb782ae0bf7b2406""",11404,PORT RUSH ROW,SAN DIEGO,CA,92128,2020-10-13
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""5be5b65d70389160""",2485,VIA RANCHEROS,FALLBROOK,CA,92028,2016-03-14
SULLIVAN ELECTRICAL,,,,"""c690ebcf912152e3""",24460,BARONA MESA RD,RAMONA,CA,92065,2011-03-23
SULLIVAN SOLAR POWER,,,,"""7b22a5f65bef2562""",3621,VIS CAMPANA S,OCEANSIDE,CA,92057,2013-05-21
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""91f38fde87c5269a""",1140,MONTEREY PL,ENCINITAS,CA,92024,2020-02-06
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""de363e445308c329""",15706,LYONS VALLEY RD,JAMUL,CA,91935,2013-01-09
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""5684615a8e09861c""",32802,SHIPSIDE DR,DANA POINT,CA,92629,2017-07-03
SULLIVAN SOLAR POWER,,,,"""0fa12cdb18445f7c""",4369,ARBOR COVE CIR,OCEANSIDE,CA,92058,2012-09-05
SULLIVAN SOLAR POWER,,,839077,"""ed4d5536800c4596""",10332,SHALOM DR,HUNTINGTON BEACH,CA,92646,2017-08-11
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""11df83fa5fff5ce0""",1945,DEHESA RD,EL CAJON,CA,92019,2019-05-03
SULLIVAN ELECTRIC & PUMP INC.,,,,"""07270e11c218be88""",3601,N MILITARY TRL,BOCA RATON,FL,33431,2015-06-17
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""c1bffd8a151a880a""",1077,MORGAN HILL DR,CHULA VISTA,CA,91913,2016-05-17
COMFORT SOLUTIONS HVAC IN DANNY SULLIVANS PLUMBING COMMON GROUND ELECTRIC SOUTHERN TIDE HOMES,,,,"""540f5410732466b6""",97,MUSCADINE WAY,SMITHFIELD,NC,27524,2020-03-11
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""27d433dfd001488d""",34002,AMBER LANTERN ST,DANA POINT,CA,92629,2016-10-05
SULLIVAN ELECTRIC,,,816933,"""f494f836d948aaa3""",5510,CAMINO CALUROSO,YORBA LINDA,CA,92887,2004-01-08
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""5ca9c5778ec2574b""",5945,AVE CHAMNEZ,,CA,92037,2019-08-02
OSULLIVAN GREEN SOLAR,tim@osullivangreensolar.com,(408) 628-4142,1018350,"""77b577767c66873a""",3082,LYNVIEW DR,SAN JOSE,CA,95148,2018-12-07
SULLIVAN ELECTRIC & PUMP INC.,,,,"""a6df351097b6a0ea""",4700,WASHINGTON ST,HOLLYWOOD,FL,33021,2022-07-18
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""745d46dcd350c83b""",1012,BUSH ST,SAN DIEGO,CA,92103,2019-03-04
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""74eabdd279d871db""",4523,CHESHIRE ST,SAN DIEGO,CA,92117,2019-11-07
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""885b3c494922effa""",3410,ALABAMA ST,SAN DIEGO,CA,92104,2020-01-14
OSULLIVAN GREEN SOLAR,tim@osullivangreensolar.com,(408) 628-4142,1018350,"""0d384f5a4fdb06f7""",104,GRANADA WAY,LOS GATOS,CA,95032,2022-11-03
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""5a7d443a7b8008da""",2143,DALE ST,SAN DIEGO,CA,92104,2019-09-30
SULLIVAN ELECTRIC POWER OF CALIF,,,,"""c772a9e7faa942a0""",34604,SPINDLE TREE ST,WINCHESTER,CA,92596,2012-09-10
SULLIVAN SOLAR POWER,,,839077,"""eb94bbd5d596fbbe""",19882,POTOMAC LN,HUNTINGTON BEACH,CA,92646,2013-10-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""28c0e74f1841a805""",6104,WAVERLY AVE,SAN DIEGO,CA,92037,2021-05-12
SULLIVAN SOLAR POWER,,,839077,"""53b785f7aa42155f""",1808,CYAN LN,CHULA VISTA,CA,91913,2012-12-11
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""eebd29bb689a9ded""",12852,CORBETT CT,SAN DIEGO,CA,92130,2018-11-20
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""38f3d617230926f1""",5335,ROBINWOOD RD,BONITA,CA,91902,2019-12-11
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""7a9f50a8da691c84""",304,CAMINO DEL CERRO GRANDE,BONITA,CA,91902,2020-01-07
SULLIVAN ELECTRIC POWER OF CALIF,,,,"""61a23820ea1b51a8""",30659,LILY POND LN,MURRIETA,CA,92563,2012-11-20
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""10771f0bc81f3170""",4742,RENEX PL,SAN DIEGO,CA,92117,2018-08-31
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""2bb457a719546ead""",4712,MOUNT GAYWAS DR,SAN DIEGO,CA,92117,2019-07-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""433900b38a877266""",17149,RUSSET ST,SAN DIEGO,CA,92127,2019-08-14
SULLIVAN ELECTRIC POWER OF CALIF,,,,"""2a0d0462f61ddee1""",39979,VIA CALINA,TEMECULA,CA,92592,2013-05-06
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""19cd421ce1ba0fd3""",12382,FOXTAIL,DESCANSO,CA,91916,2017-08-14
SULLIVAN ELECTRIC SERVICES CO.,,,,"""d726171d08e6cc9f""",493,LAKESHORE DR NE,ATLANTA,GA,30307,2018-08-20
SULLIVAN ELECTRIC INC.,,,EC140,"""e64c067e8f330cb9""",119,30TH AVE N,NASHVILLE,TN,37203,2004-07-22
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""a708373d5c76859f""",1022,WHITE ALDER AVE,CHULA VISTA,CA,91914,2019-10-14
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""3e2d738d0f35cf4e""",4244,STURGEON CT,SAN DIEGO,CA,92130,2021-06-18
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""70133ec6c73d4928""",2816,FAIRFIELD ST,SAN DIEGO,CA,92110,2021-07-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""394bd9e4eb1e1483""",11265,VEREDA MAR DEL CORAZON SAN DIEGO CA 92130,SAN DIEGO,CA,,2020-10-28
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""fb938a60d437666a""",2407,BAMBOO ST,NEWPORT BEACH,CA,92660,2015-05-18
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""7552b28b6f44f41a""",4335,DEL MONTE AVE,SAN DIEGO,CA,92107,2020-01-13
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""3435283e7f34f0e5""",3777,PSO DE OLIVOS,FALLBROOK,CA,92028,2014-10-22
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""58a16528712ff1f1""",1324,CANDLEWOOD DR,FULLERTON,CA,92833,2015-06-02
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""cf7c07640c9d299f""",925,HAVENHURST DR,SAN DIEGO,CA,92037,2021-07-10
SULLIVAN ELECTRICAL CONTRACTOR,,,,"""4af1b7062870373f""",11045,S KEDZIE AVE,CHICAGO,IL,60655,2006-09-22
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""406ef41b7eb66017""",6264,ROCKHURST DR,SAN DIEGO,CA,92120,2019-05-24
SULLIVAN ELECTRIC SERVICES CO.,,,,"""06facb416047d1b9""",2716,OLD NORCROSS RD,TUCKER,GA,30084,2009-10-28
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""f0edf781c96db030""",10755,VIA MICA,SPRING VALLEY,CA,91978,2015-03-23
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""22283d5455b441fc""",2263,PENTUCKETT AVE,SAN DIEGO,CA,92104,2019-11-27
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""ee639a8e963e7579""",13584,LANDFAIR RD,SAN DIEGO,CA,92130,2019-11-07
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""25ae7721ebb10019""",1227,EDGEMONT ST,SAN DIEGO,CA,92102,2021-06-27
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""eaf5e7bdd0a88785""",1750,DENTRO DE LOMAS RD,BONSALL,CA,92003,2015-02-11
SULLIVAN ELECTRIC SERVICES CO.,,,,"""299da68632cafe20""",,,,GA,,2016-01-27
OSULLIVAN GREEN SOLAR,tim@osullivangreensolar.com,(408) 628-4142,1018350,"""8216b501f9032d1d""",500,SAN BENITO AVE,LOS GATOS,CA,95030,2022-01-21
STEPHENSON HEATING AND AI DANNY SULLIVANS PLUMBING ELECTRICAL INNOVATORS FLEMING HOMES LLC,,,,"""ccce3a81c3c1d23c""",25,BUCKSTONE PL,WILLOW SPRINGS,NC,27520,2021-10-06
OSULLIVAN GREEN SOLAR,tim@osullivangreensolar.com,(408) 628-4142,1018350,"""e6643d10c89c3563""",1388,VIA DEL LOS GRANDE,SAN JOSE,CA,95120,2017-07-12
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""c3eb7d9231f2e752""",12526,CAMPO RD,SPRING VALLEY,CA,91978,2015-02-04
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""810c239446d7c5b4""",12526,CAMPO RD,SPRING VALLEY,CA,91978,2015-02-04
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""42ae3a91bffd8bdf""",233,REXVIEW DR,SAN DIEGO,CA,92114,2020-03-27
SULLIVAN ELECTRIC & PUMP INC.,,,,"""b139f621085a3b89""",,,POMPANO BEACH,FL,,2016-06-08
SULLIVAN SOLAR POWER,,,839077,"""14aecdd7d7176bb7""",2545,E 24TH ST,LOS ANGELES,CA,90058,2009-10-05
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""c46d04daa802cc49""",11892,STONEDALE CT,SAN DIEGO,CA,92131,2020-11-04
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""6c35abfc04d07bf0""",1467,WILBUR AVE,SAN DIEGO,CA,92109,2019-10-24
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""b821c9453f96e0d1""",4550,EDGEWARE RD,SAN DIEGO,CA,92116,2019-08-03
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""77090a93dc1f3995""",18016,SENCILLO DR,SAN DIEGO,CA,92128,2019-06-01
SULLIVAN ELECTRIC & PUMP INC.,,,,"""ad45f8d76d38286b""",1200,W LAKES DR,DEERFIELD BEACH,FL,33442,1998-01-07
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""a060b22b97133f5a""",17758,VIA ALTA MIRASOL,SAN DIEGO,CA,92128,2021-03-19
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""836e2fbd4731a00a""",5433,HEWLETT DR,SAN DIEGO,CA,92115,2018-05-12
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""a63cfa651e6a7923""",2698,GEIGER CREEK CT,CHULA VISTA,CA,91915,2016-02-22
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""daba9d1d7adb7e3c""",8455,WESTWAY DR,SAN DIEGO,CA,92037,2019-04-30
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""73e972b62710d002""",14820,EL SENTIDO,RANCHO SANTA FE,CA,92067,2016-11-14
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""c6b07e7bf1f9c43f""",6652,PLAZA RIDGE RD,SAN DIEGO,CA,92114,2019-09-12
SULLIVAN ELECTRICAL,,,,"""38fe36d2522bfb2a""",4012,ROGERS RD,SPRING VALLEY,CA,91977,2012-09-26
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""bfd85978e8710999""",15624,VIA MONTECRISTO,SAN DIEGO,CA,92127,2019-08-21
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""de5e37fa52da5572""",858,PRODUCTION PL,NEWPORT BEACH,CA,92663,2018-07-13
SULLIVAN ELECTRIC LLC,,,,"""86d317c1a4853c58""",1224,W 39TH ST,KANSAS CITY,MO,64111,2019-03-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""f26bf6140d882a34""",1434,LANTANA AVE,CHULA VISTA,CA,91911,2018-02-27
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""846d7e059b4e68dd""",4659,LUCILLE DR,SAN DIEGO,CA,92115,2018-04-30
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""5701af5f06175c4b""",780,SINGING VISTA DR,EL CAJON,CA,92019,2015-08-10
BALLANCE HEATING & AIR IN KENZ-PAY ELECTRIC DANNY SULLIVANS PLUMBING DREAMAMKERS CONST. LLC,,,,"""2acaf3b92feed086""",1020,HOLTS POND RD,PRINCETON,NC,27569,2022-04-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""040a3163efe07fce""",4367,VISTA WAY,LA MESA,CA,91941,2019-09-26
SULLIVAN ELECTRIC SERVICES CO.,,,,"""988c1aa07b02f174""",229,WOODWARD AVE SE,ATLANTA,GA,30312,2015-06-11
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""13757d781d5de28e""",3042,GOLF CREST RIDGE RD,EL CAJON,CA,92019,2012-11-13
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""099092763eb206fa""",8544,RIDGEFIELD PL,SAN DIEGO,CA,92129,2019-04-29
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""d497d54d7c430039""",1352,TEEPEE DR,ESCONDIDO,CA,92027,2020-01-03
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""8d03e1b5990a9a38""",6672,MICHAELJOHN DR,SAN DIEGO,CA,92037,2019-04-17
OSULLIVAN GREEN SOLAR,tim@osullivangreensolar.com,(408) 628-4142,1018350,"""8b99f77bdab07792""",1345,ALTSCHUL AVE,WEST MENLO PARK,CA,94025,2023-02-14
SULLIVANS ELECTRIC CO. INC.,,,,"""a68dd6c2d939c1fd""",822,INDUSTRY WAY,,OR,97381,2010-02-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""f060b32be2f2e9aa""",9771,IVY ST,SPRING VALLEY,CA,91977,2018-09-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""6916b041413f26ce""",4501,RHODE ISLAND ST,SAN DIEGO,CA,92116,2020-10-08
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""d15ec2bcf581284e""",14382,CAMINITO LAZANJA SAN DIEGO CA 92127,SAN DIEGO,CA,,2020-11-25
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""7d7b311b573f6e86""",2541,MEADOW LARK DR,SAN DIEGO,CA,92123,2019-10-11
SULLIVAN ELECTRIC LLC,,,,"""72e75521fb283d22""",11549,HOLMES POINT DR NE,KIRKLAND,WA,98034,2020-10-08
STEPHENSON HEATING AND AI DANNY SULLIVANS PLUMBING AMPED ELECTRIC LLC,,,,"""dba452578a749a02""",100,REVELSTOKE DR,GARNER,NC,27529,2019-01-04
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""57c2b89874d82b46""",10533,BEECH AVE,FONTANA,CA,92337,2008-12-04
SULLIVAN ELECTRICAL CONTRACTOR,,,,"""ffd9c7b602142fce""",2924,E 126TH ST,CHICAGO,IL,60633,2019-01-31
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""84272a67e133061d""",15677,GLENDON CREEK CT,RIVERSIDE,CA,92503,2015-04-17
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""103037af81da4545""",2524,VIA MAJELLA,RAMONA,CA,92065,2015-02-16
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""b914c170386be40a""",3306,VIS NORTE,ESCONDIDO,CA,92025,2018-08-02
SULLIVANS ELECTRICAL SERVICE LLC,,,,"""60397ad7f9b34064""",5830,N NEW JERSEY ST,INDIANAPOLIS,IN,46220,2019-10-02
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""118cd8b880659114""",18555,POLVERA DR,SAN DIEGO,CA,92128,2018-10-13
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""16882e22566b28c8""",3410,BANGOR PL,SAN DIEGO,CA,92106,2021-09-16
SULLIVANS ELECTRICAL SERVICE LLC,,,,"""913f139c44dd748c""",626,STEVENS ST,INDIANAPOLIS,IN,46203,2019-10-14
SULLIVAN ELECTRIC LLC,,,,"""2e7ce77176f76fdf""",1815,248TH PL NE,SAMMAMISH,WA,98074,2021-03-05
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""7fedf23b56899551""",10609,VISTA VALLE DR,SAN DIEGO,CA,92131,2019-11-05
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""d42606ba4b29395f""",4969,MANOR RIDGE LN,SAN DIEGO,CA,92130,2019-07-09
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""54fa223a9f0d8dec""",1974,WILLOW GLEN DR,EL CAJON,CA,92019,2016-12-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""75473357b155b9e5""",10196,ICEFIELD CT,CORONA,CA,92883,2015-11-24
SULLIVAN ELECTRIC & PUMP INC.,,,,"""bdcb849e2bf7dbdf""",10800,W SAMPLE RD,CORAL SPRINGS,FL,33065,2002-10-11
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""920102fb4a98bb59""",1999,VERDE GLENN,EL CAJON,CA,92019,2015-12-16
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""6a48d7cb3befc0ef""",13234,W LAKEVIEW RD,LAKESIDE,CA,92040,2021-09-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""5f7a277f6f3d4efa""",4649,BRIGHTON AVE,SAN DIEGO,CA,92107,2018-04-19
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""576d1bcb341eb6e6""",17442,EL CAJON AVE,YORBA LINDA,CA,92886,2018-05-23
KENZ-PAY ELECTRIC DANNY SULLIVANS PLUMBING CAROLINA COMFORT AIR INC.,,,,"""a2a972f8be9346a1""",118,SHARPSTONE LN,CLAYTON,NC,27527,2013-09-10
SULLIVAN ELECTRIC SERVICES CO.,,,,"""1e0a48dc266d3079""",2344,POLAR ROCK AVE SW,ATLANTA,GA,30315,2015-05-29
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""ff634c458bd6c7be""",6210,HANNON CT,SAN DIEGO,CA,92117,2019-01-09
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""c27bd6bb223a5e70""",3767,ALBATROSS ST,SAN DIEGO,CA,92103,2020-06-17
OSULLIVAN GREEN SOLAR,tim@osullivangreensolar.com,(408) 628-4142,1018350,"""1a7f708959b8e3ac""",19655,WOODCREST DR,SALINAS,CA,93908,2017-09-11
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""8be9512fd52e90a2""",45895,LA CRUZ DR,TEMECULA,CA,92590,2017-07-11
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""9b8f16651a8e8eff""",17675,RIDER ST,PERRIS,CA,92570,2016-05-24
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""1037af824b29310d""",30491,VIA VENTANA,SAN JUAN CAPISTRANO,CA,92675,2017-03-16
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""5aea2a5c05df1721""",1560,ELON LN,ENCINITAS,CA,92024,2021-07-08
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""b5e42e9d3e6a8ec6""",12972,CAMINITO BAUTIZO SAN DIEGO CA,SAN DIEGO,CA,,2021-02-12
SULLIVAN ELECTRICAL,,,,"""e903fa8d33a8ed4d""",850,EL CAMTO RD,FALLBROOK,CA,92028,2011-09-23
SULLIVANS ELECTRIC CO. INC.,,,,"""5830a94cf09293fb""",8800,ENCHANTED WAY,,OR,97392,2012-05-07
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""c91d69e558005c5e""",1478,OAKPOINT AVE,CHULA VISTA,CA,91913,2016-09-07
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""e84c5667c4b571da""",1949,BORDEAUX TER,CHULA VISTA,CA,91913,2015-11-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""32868ac461e2be02""",2106,ORANGE AVE,ESCONDIDO,CA,92029,2013-03-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""47309579eb2856ba""",2232,BOUNDARY ST,SAN DIEGO,CA,92104,2021-07-26
SULLIVAN SOLAR POWER,,,839077,"""6ae695055ecc1079""",1844,KERISIANO WAY,OCEANSIDE,CA,92054,2019-07-19
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""9652d21548241898""",4888,DRAKEWOOD TER,SAN DIEGO,CA,92130,2021-10-05
SULLIVAN ELECTRICAL,,,,"""d018672d86311823""",3740,AVOCADO BLVD,LA MESA,CA,91941,2012-08-10
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""4a117d8dc55a18a6""",17351,LA MACINDA DR,YORBA LINDA,CA,92886,2018-08-01
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""bc9faa37fc352b11""",11608,OAK CREEK DR,LAKESIDE,CA,92040,2013-02-28
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""830fc1c93eae61ef""",19412,SIERRA CALMO RD,IRVINE,CA,92603,2020-03-03
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""da2cc4aae86da7f3""",7438,SEAN TAYLOR LN,SAN DIEGO,CA,92126,2019-12-13
STEPHENSON HEATING AND AI RA JACKSON ELECTRICAL/ROB DANNY SULLIVANS PLUMBING BLS INC.,,,,"""2ddd9a8bb40bd559""",350,BLACKMON FARMS LN,CLAYTON,NC,27527,2022-02-03
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""1c544140b0513b60""",285,WILLOWSPRING DR N,ENCINITAS,CA,92024,2020-10-26
STEPHENSON HEATING AND AI DANNY SULLIVANS PLUMBING AMPED ELECTRIC LLC,,,,"""3fab0af0d952789e""",136,THORNWHISTLE PL,GARNER,NC,27529,2019-05-17
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""8426260043758d47""",5232,QUAKER HILL LN,SAN DIEGO,CA,92130,2019-08-26
DANNY SULLIVANS PLUMBING COMMON GROUND ELECTRIC MY HVAC GUYS LLC,,,,"""d2fd6cbadc59c22a""",208,MUSCADINE WAY,SMITHFIELD,NC,27524,2020-08-25
SULLIVAN SOLAR POWER OF CALIFORNIA INC.,,,839077,"""03733d2477b7020b""",1955,JAMES GAYNOR ST,FALLBROOK,CA,92028,2015-12-28
SULLIVAN SOLAR POWER,,,839077,"""76df82c1899803ae""",422,MAINSAIL RD,OCEANSIDE,CA,92054,2015-02-11
